datetime,tradePrice,change,changePrice
2019-07-11,2080.58,RISE,21.80
2019-07-12,2086.66,RISE,6.08
2019-07-15,2082.48,FALL,4.18
2019-07-16,2091.87,RISE,9.39
2019-07-17,2072.92,FALL,18.95
2019-07-18,2066.55,FALL,6.37
2019-07-19,2094.36,RISE,27.81
2019-07-22,2093.34,FALL,1.02
2019-07-23,2101.45,RISE,8.11
2019-07-24,2082.30,FALL,19.15
2019-07-25,2074.48,FALL,7.82
2019-07-26,2066.26,FALL,8.22
2019-07-29,2029.48,FALL,36.78
2019-07-30,2038.68,RISE,9.20
2019-07-31,2024.55,FALL,14.13
2019-08-01,2017.34,FALL,7.21
2019-08-02,1998.13,FALL,19.21
2019-08-05,1946.98,FALL,51.15
2019-08-06,1917.50,FALL,29.48
2019-08-07,1909.71,FALL,7.79
2019-08-08,1920.61,RISE,10.90
2019-08-09,1937.75,RISE,17.14
2019-08-12,1942.29,RISE,4.54
2019-08-13,1925.83,FALL,16.46
2019-08-14,1938.37,RISE,12.54
2019-08-16,1927.17,FALL,11.20
2019-08-19,1939.90,RISE,12.73
2019-08-20,1960.25,RISE,20.35
2019-08-21,1964.65,RISE,4.40
2019-08-22,1951.01,FALL,13.64
2019-08-23,1948.30,FALL,2.71
2019-08-26,1916.31,FALL,31.99
2019-08-27,1924.60,RISE,8.29
2019-08-28,1941.09,RISE,16.49
2019-08-29,1933.41,FALL,7.68
2019-08-30,1967.79,RISE,34.38
2019-09-02,1969.19,RISE,1.40
2019-09-03,1965.69,FALL,3.50
2019-09-04,1988.53,RISE,22.84
2019-09-05,2004.75,RISE,16.22
2019-09-06,2009.13,RISE,4.38
2019-09-09,2019.55,RISE,10.42
2019-09-10,2032.08,RISE,12.53
2019-09-11,2049.20,RISE,17.12
2019-09-16,2062.22,RISE,13.02
2019-09-17,2062.33,RISE,0.11
2019-09-18,2070.73,RISE,8.40
2019-09-19,2080.35,RISE,9.62
2019-09-20,2091.52,RISE,11.17
2019-09-23,2091.70,RISE,0.18
2019-09-24,2101.04,RISE,9.34
2019-09-25,2073.39,FALL,27.65
2019-09-26,2074.52,RISE,1.13
2019-09-27,2049.93,FALL,24.59
2019-09-30,2063.05,RISE,13.12
2019-10-01,2072.42,RISE,9.37
2019-10-02,2031.91,FALL,40.51
2019-10-04,2020.69,FALL,11.22
2019-10-07,2021.73,RISE,1.04
2019-10-08,2046.25,RISE,24.52
2019-10-10,2028.15,FALL,18.10
2019-10-11,2044.61,RISE,16.46
2019-10-14,2067.40,RISE,22.79
2019-10-15,2068.17,RISE,0.77
2019-10-16,2082.83,RISE,14.66
2019-10-17,2077.94,FALL,4.89
2019-10-18,2060.69,FALL,17.25
2019-10-21,2064.84,RISE,4.15
2019-10-22,2088.86,RISE,24.02
2019-10-23,2080.62,FALL,8.24
2019-10-24,2085.66,RISE,5.04
2019-10-25,2087.89,RISE,2.23
2019-10-28,2093.60,RISE,5.71
2019-10-29,2092.69,FALL,0.91
2019-10-30,2080.27,FALL,12.42
2019-10-31,2083.48,RISE,3.21
2019-11-01,2100.20,RISE,16.72
2019-11-04,2130.24,RISE,30.04
2019-11-05,2142.64,RISE,12.40
2019-11-06,2144.15,RISE,1.51
2019-11-07,2144.29,RISE,0.14
2019-11-08,2137.23,FALL,7.06
2019-11-11,2124.09,FALL,13.14
2019-11-12,2140.92,RISE,16.83
2019-11-13,2122.45,FALL,18.47
2019-11-14,2139.23,RISE,16.78
2019-11-15,2162.18,RISE,22.95
2019-11-18,2160.69,FALL,1.49
2019-11-19,2153.24,FALL,7.45
2019-11-20,2125.32,FALL,27.92
2019-11-21,2096.60,FALL,28.72
2019-11-22,2101.96,RISE,5.36
2019-11-25,2123.50,RISE,21.54
2019-11-26,2121.35,FALL,2.15
2019-11-27,2127.85,RISE,6.50
2019-11-28,2118.60,FALL,9.25
2019-11-29,2087.96,FALL,30.64
2019-12-02,2091.92,RISE,3.96
2019-12-03,2084.07,FALL,7.85
2019-12-04,2068.89,FALL,15.18
2019-12-05,2060.74,FALL,8.15
2019-12-06,2081.85,RISE,21.11
